transaction_id,user_id,recipient_id,recipient_name,recipient_upi,amount,timestamp,transaction_type,device_id,location,is_known_recipient,is_known_device,recent_transaction_count,failed_attempts,scenario_id,label
TXN_U031_03079,U031,REC_U031_02,Shaurya Menon (Landlord),shaurya.rent@okhdfcbank,1620.0,2026-06-04T20:57:33.966013,P2P,DEV_ADVAITH_GALAXY_S24,Mumbai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U015_01402,U015,REC_U015_04,Adani Electricity,adanielectricity@billpay,660.0,2026-06-04T21:01:29.143979,P2P,DEV_RIYA_REDMI_NOTE13,Mumbai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U035_03452,U035,REC_U035_02,Neha Rao (Landlord),neha.rent@okhdfcbank,760.0,2026-06-04T21:06:34.461168,P2P,DEV_AARYAN_REDMI_NOTE13,Mumbai,True,True,2,0,NORMAL,LEGITIMATE
TXN_U055_05584,U055,REC_U055_01,Kirana Store,kiranastore@paytm,880.0,2026-06-04T21:19:08.275549,P2M,DEV_GAURAV_IPHONE15,Kolkata,True,True,2,0,NORMAL,LEGITIMATE
TXN_U077_07861,U077,REC_U077_01,Apna Bazaar,apnabazaar@paytm,3160.0,2026-06-04T21:21:13.234270,P2P,DEV_PRANAV_MACBOOK_PRO,Delhi-NCR,True,True,1,0,NORMAL,LEGITIMATE
TXN_U006_00576,U006,REC_SUSP_576,Amit Kumar,amit.kumar89@okaxis,45000.0,2026-06-04T21:25:06.944415,P2P,DEV_UNKNOWN_EMULATOR_576,Chennai,False,False,1,0,MULTI_SIGNAL_ANOMALY,ATO
TXN_U043_04297,U043,REC_U043_02,Deepa Deshmukh (Landlord),deepa.rent@okhdfcbank,550.0,2026-06-04T21:25:50.251925,P2P,DEV_SARA_ONEPLUS_12,Mumbai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U084_08584,U084,REC_U084_04,Adani Electricity,adanielectricity@billpay,6520.0,2026-06-04T21:34:22.716649,P2P,DEV_SWATI_PIXEL8,Delhi-NCR,True,True,1,0,NORMAL,LEGITIMATE
TXN_U004_00310,U004,REC_U004_03,Pari Yadav,pari.fam@phonepe,160.0,2026-06-04T21:40:04.491478,P2P,DEV_SURESH_MACBOOK_PRO,Pune,True,True,1,0,NORMAL,LEGITIMATE
TXN_U011_01099,U011,REC_U011_04,MSEDCL,msedcl@billpay,210.0,2026-06-04T21:45:48.708727,P2P,DEV_VIHAAN_REDMI_NOTE13,Delhi-NCR,True,True,2,0,NORMAL,LEGITIMATE
TXN_U065_06536,U065,REC_U065_04,BESCOM,bescom@billpay,20.0,2026-06-04T21:49:16.071219,P2P,DEV_SAI_REDMI_NOTE13,Kolkata,True,True,3,0,NORMAL,LEGITIMATE
TXN_U091_09254,U091,REC_U091_03,Pranav Mukherjee,pranav.fam@phonepe,9410.0,2026-06-04T21:49:35.269228,P2P,DEV_ARNAV_ONEPLUS_12,Hyderabad,True,True,2,0,NORMAL,LEGITIMATE
TXN_U044_04428,U044,REC_U044_03,Kabir Mukherjee,kabir.fam@phonepe,1010.0,2026-06-04T21:53:29.929776,P2P,DEV_MANISH_ONEPLUS_12,Pune,True,True,3,0,NORMAL,LEGITIMATE
TXN_U046_04640,U046,REC_U046_04,Tata Power,tatapower@billpay,960.0,2026-06-04T22:09:14.468856,P2P,DEV_AARYAN_PIXEL8,Kolkata,True,True,3,0,NORMAL,LEGITIMATE
TXN_U063_06390,U063,REC_U063_01,Daily Fresh,dailyfresh@paytm,2730.0,2026-06-04T22:34:53.182228,P2P,DEV_SWATI_REDMI_NOTE13,Mumbai,True,True,1,0,UNUSUAL_TIME,LEGITIMATE
TXN_U004_00399,U004,REC_U004_04,MSEDCL,msedcl@billpay,260.0,2026-06-04T22:36:35.349916,P2P,DEV_SURESH_MACBOOK_PRO,Pune,True,True,1,0,NORMAL,LEGITIMATE
TXN_U069_06974,U069,REC_U069_04,MSEDCL,msedcl@billpay,3010.0,2026-06-04T22:47:39.872157,P2P,DEV_ISHA_PIXEL8,Ahmedabad,True,True,2,0,NORMAL,LEGITIMATE
TXN_U053_05366,U053,REC_U053_02,Sai Joshi (Landlord),sai.rent@okhdfcbank,940.0,2026-06-04T22:50:25.570088,P2P,DEV_SHAURYA_PIXEL8,Pune,True,True,3,0,NORMAL,LEGITIMATE
TXN_U077_07866,U077,REC_U077_03,Neha Kapoor,neha.fam@phonepe,2720.0,2026-06-04T23:12:53.178710,P2P,DEV_PRANAV_MACBOOK_PRO,Delhi-NCR,True,True,1,0,NORMAL,LEGITIMATE
TXN_U016_01549,U016,REC_U016_01,Daily Fresh,dailyfresh@paytm,430.0,2026-06-04T23:46:20.363573,P2P,DEV_FATIMA_GALAXY_S24,Ahmedabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U069_07028,U069,REC_U069_01,Reliance Smart,reliancesmart@paytm,20.0,2026-06-04T23:54:12.445561,P2P,DEV_ISHA_PIXEL8,Ahmedabad,True,True,3,0,NORMAL,LEGITIMATE
TXN_U011_01059,U011,REC_U011_01,Reliance Smart,reliancesmart@paytm,645.0,2026-06-05T00:31:33.027372,P2M,DEV_UNRECOGNIZED_HARDWARE_1059,Delhi-NCR,True,False,1,0,NEW_DEVICE,SUSPICIOUS
TXN_U061_06196,U061,REC_U061_02,Nikhil Banerjee (Landlord),nikhil.rent@okhdfcbank,18400.0,2026-06-05T01:03:56.116825,RENT,DEV_GAURAV_GALAXY_S24,Pune,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U064_06486,U064,REC_U064_01,Daily Fresh,dailyfresh@paytm,1930.0,2026-06-05T02:18:25.836067,P2P,DEV_VIVAAN_PIXEL8,Ahmedabad,True,True,1,0,UNUSUAL_TIME,LEGITIMATE
TXN_U037_03695,U037,REC_MULE_3695,FastCash Verification Agent,mule.kyc@ybl,75000.0,2026-06-05T02:44:35.776036,P2P,DEV_SCAM_DEVICE_3695,Kolkata,False,False,4,2,SOCIAL_ENGINEERING,COERCION
TXN_U026_02540,U026,REC_U026_02,Aarav Das (Landlord),aarav.rent@okhdfcbank,41200.0,2026-06-05T02:55:30.502891,RENT,DEV_ANANYA_MACBOOK_PRO,Hyderabad,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U088_08915,U088,REC_RAPID_8915,QuickTransfer Agent,rapidpay@okhdfc,13020.0,2026-06-05T03:57:04.195634,P2P,DEV_PRIYA_REDMI_NOTE13,Delhi-NCR,False,True,6,2,VELOCITY_ANOMALY,SUSPICIOUS
TXN_U008_00726,U008,REC_NEW_726,Rohan Deshmukh,rohan.d88@okaxis,440.0,2026-06-05T04:53:04.342018,P2P,DEV_SHREYA_MACBOOK_PRO,Delhi-NCR,False,True,1,0,NEW_RECIPIENT,LEGITIMATE
TXN_U080_08148,U080,REC_U080_01,Daily Fresh,dailyfresh@paytm,4620.0,2026-06-05T05:14:54.697856,P2M,DEV_UNRECOGNIZED_HARDWARE_8148,Delhi-NCR,True,False,1,0,NEW_DEVICE,SUSPICIOUS
TXN_U047_04692,U047,REC_NEW_4692,Rohan Deshmukh,rohan.d88@okaxis,1020.0,2026-06-05T05:35:00.441784,P2P,DEV_VIKRAM_MACBOOK_PRO,Chennai,False,True,1,0,NEW_RECIPIENT,LEGITIMATE
TXN_U063_06423,U063,REC_U063_04,Tata Power,tatapower@billpay,2360.0,2026-06-05T07:01:56.823246,P2P,DEV_SWATI_REDMI_NOTE13,Mumbai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U085_08686,U085,REC_U085_02,Sara Agarwal (Landlord),sara.rent@okhdfcbank,39500.0,2026-06-05T07:13:30.895764,RENT,DEV_AARYAN_REDMI_NOTE13,Chennai,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U098_09960,U098,REC_U098_01,Daily Fresh,dailyfresh@paytm,4110.0,2026-06-05T07:35:38.499786,P2P,DEV_AVANI_REDMI_NOTE13,Ahmedabad,True,True,1,0,UNUSUAL_TIME,LEGITIMATE
TXN_U038_03810,U038,REC_U038_02,Arjun Mishra (Landlord),arjun.rent@okhdfcbank,1140.0,2026-06-05T08:00:53.640250,P2P,DEV_DHRUV_GALAXY_S24,Mumbai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U059_05953,U059,REC_U059_03,Diya Rao,diya.fam@phonepe,990.0,2026-06-05T08:01:40.891845,P2P,DEV_SAANVI_ONEPLUS_12,Pune,True,True,3,0,NORMAL,LEGITIMATE
TXN_U032_03139,U032,REC_U032_02,Navya Agarwal (Landlord),navya.rent@okhdfcbank,730.0,2026-06-05T08:51:26.130795,P2P,DEV_ADVAITH_PIXEL8,Delhi-NCR,True,True,1,0,NORMAL,LEGITIMATE
TXN_U032_03215,U032,REC_U032_02,Navya Agarwal (Landlord),navya.rent@okhdfcbank,1230.0,2026-06-05T08:55:10.725044,P2P,DEV_ADVAITH_PIXEL8,Delhi-NCR,True,True,2,0,NORMAL,LEGITIMATE
TXN_U089_09057,U089,REC_U089_01,Kirana Store,kiranastore@paytm,9370.0,2026-06-05T09:17:56.247630,P2M,DEV_SAANVI_MACBOOK_PRO,Bengaluru,True,True,2,0,NORMAL,LEGITIMATE
TXN_U021_02096,U021,REC_U021_02,Tanvi Rao (Landlord),tanvi.rent@okhdfcbank,49600.0,2026-06-05T09:48:43.754119,RENT,DEV_PALLAVI_ONEPLUS_12,Bengaluru,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U037_03658,U037,REC_U037_01,Apna Bazaar,apnabazaar@paytm,770.0,2026-06-05T09:53:56.250934,P2P,DEV_NEHA_GALAXY_S24,Hyderabad,True,True,1,0,UNUSUAL_TIME,LEGITIMATE
TXN_U012_01123,U012,REC_U012_01,Nature Basket,naturebasket@paytm,220.0,2026-06-05T10:38:49.372374,P2P,DEV_MUHAMMAD_MACBOOK_PRO,Mumbai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U058_05858,U058,REC_U058_02,Vihaan Gupta (Landlord),vihaan.rent@okhdfcbank,2130.0,2026-06-05T10:46:09.111574,P2P,DEV_TANVI_GALAXY_S24,Mumbai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U043_04275,U043,REC_U043_03,Kavya Kulkarni,kavya.fam@phonepe,820.0,2026-06-05T10:50:47.277165,P2P,DEV_SARA_ONEPLUS_12,Mumbai,True,True,2,0,NORMAL,LEGITIMATE
TXN_U098_09956,U098,REC_U098_02,Amit Das (Landlord),amit.rent@okhdfcbank,3060.0,2026-06-05T11:00:54.609063,P2P,DEV_AVANI_REDMI_NOTE13,Ahmedabad,True,True,3,0,NORMAL,LEGITIMATE
TXN_U076_07753,U076,REC_NEW_7753,Rohan Deshmukh,rohan.d88@okaxis,2920.0,2026-06-05T11:02:01.580163,P2P,DEV_KIARA_GALAXY_S24,Delhi-NCR,False,True,1,0,NEW_RECIPIENT,LEGITIMATE
TXN_U061_06140,U061,REC_U061_02,Nikhil Banerjee (Landlord),nikhil.rent@okhdfcbank,1070.0,2026-06-05T11:04:31.530596,P2P,DEV_GAURAV_GALAXY_S24,Pune,True,True,2,0,NORMAL,LEGITIMATE
TXN_U050_05047,U050,REC_U050_03,Navya Pillai,navya.fam@phonepe,870.0,2026-06-05T11:13:05.040923,P2P,DEV_FATIMA_PIXEL8,Bengaluru,True,True,2,0,NORMAL,LEGITIMATE
TXN_U079_08055,U079,REC_U079_03,Sneha Bhatia,sneha.fam@phonepe,4100.0,2026-06-05T11:17:24.879673,P2P,DEV_DHRUV_PIXEL8,Chennai,True,True,2,0,NORMAL,LEGITIMATE
TXN_U029_02832,U029,REC_U029_04,MSEDCL,msedcl@billpay,720.0,2026-06-05T11:30:59.272922,P2P,DEV_SWATI_GALAXY_S24,Ahmedabad,True,True,2,0,NORMAL,LEGITIMATE
TXN_U095_09659,U095,REC_U095_03,Anushka Mishra,anushka.fam@phonepe,2190.0,2026-06-05T11:37:52.905834,P2P,DEV_AVANI_MACBOOK_PRO,Ahmedabad,True,True,3,0,NORMAL,LEGITIMATE
TXN_U094_09556,U094,REC_U094_04,BESCOM,bescom@billpay,2520.0,2026-06-05T11:39:18.408794,P2P,DEV_SAANVI_ONEPLUS_12,Ahmedabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U055_05546,U055,REC_U055_04,Tata Power,tatapower@billpay,540.0,2026-06-05T12:04:28.833671,P2P,DEV_GAURAV_IPHONE15,Kolkata,True,True,2,0,NORMAL,LEGITIMATE
TXN_U062_06278,U062,REC_U062_02,Kavya Kulkarni (Landlord),kavya.rent@okhdfcbank,4370.0,2026-06-05T12:06:22.891886,P2P,DEV_SIDDHARTH_GALAXY_S24,Mumbai,True,True,2,0,NORMAL,LEGITIMATE
TXN_U055_05591,U055,REC_U055_04,Tata Power,tatapower@billpay,600.0,2026-06-05T12:07:19.463714,P2P,DEV_GAURAV_IPHONE15,Kolkata,True,True,3,0,NORMAL,LEGITIMATE
TXN_U009_00886,U009,REC_U009_04,Airtel Fiber,airtelfiber@billpay,90.0,2026-06-05T12:09:16.812237,P2P,DEV_PALLAVI_IPHONE15,Delhi-NCR,True,True,2,0,NORMAL,LEGITIMATE
TXN_U030_03003,U030,REC_U030_02,Suresh Nair (Landlord),suresh.rent@okhdfcbank,840.0,2026-06-05T12:09:57.402727,P2P,DEV_KRISHNA_ONEPLUS_12,Mumbai,True,True,2,0,NORMAL,LEGITIMATE
TXN_U038_03820,U038,REC_U038_04,BESCOM,bescom@billpay,1280.0,2026-06-05T12:18:17.933035,P2P,DEV_DHRUV_GALAXY_S24,Mumbai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U018_01709,U018,REC_U018_03,Dhruv Singhal,dhruv.fam@phonepe,590.0,2026-06-05T12:27:58.848204,P2P,DEV_SUJATA_GALAXY_S24,Bengaluru,True,True,3,0,NORMAL,LEGITIMATE
TXN_U053_05359,U053,REC_U053_04,MSEDCL,msedcl@billpay,1020.0,2026-06-05T12:43:32.190011,P2P,DEV_SHAURYA_PIXEL8,Pune,True,True,1,0,NORMAL,LEGITIMATE
TXN_U026_02612,U026,REC_U026_02,Aarav Das (Landlord),aarav.rent@okhdfcbank,1520.0,2026-06-05T12:58:45.049748,P2P,DEV_ANANYA_MACBOOK_PRO,Hyderabad,True,True,2,0,NORMAL,LEGITIMATE
TXN_U045_04544,U045,REC_U045_04,Adani Electricity,adanielectricity@billpay,1650.0,2026-06-05T13:16:52.787000,P2P,DEV_ROSHNI_ONEPLUS_12,Pune,True,True,2,0,NORMAL,LEGITIMATE
TXN_U032_03230,U032,REC_U032_01,Nature Basket,naturebasket@paytm,1130.0,2026-06-05T13:24:47.741345,P2P,DEV_ADVAITH_PIXEL8,Delhi-NCR,True,True,3,0,NORMAL,LEGITIMATE
TXN_U064_06449,U064,REC_U064_01,Daily Fresh,dailyfresh@paytm,1390.0,2026-06-05T13:25:23.273413,P2P,DEV_VIVAAN_PIXEL8,Ahmedabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U013_01298,U013,REC_U013_03,Pallavi Joshi,pallavi.fam@phonepe,430.0,2026-06-05T13:27:08.740377,P2P,DEV_AARYAN_IPHONE15,Delhi-NCR,True,True,1,0,NORMAL,LEGITIMATE
TXN_U088_08935,U088,REC_U088_01,Apna Bazaar,apnabazaar@paytm,2150.0,2026-06-05T13:40:38.074359,P2P,DEV_PRIYA_REDMI_NOTE13,Delhi-NCR,True,True,3,0,NORMAL,LEGITIMATE
TXN_U026_02545,U026,REC_U026_03,Priya Pandey,priya.fam@phonepe,250.0,2026-06-05T13:51:24.202340,P2P,DEV_ANANYA_MACBOOK_PRO,Hyderabad,True,True,2,0,NORMAL,LEGITIMATE
TXN_U023_02223,U023,REC_U023_01,Apna Bazaar,apnabazaar@paytm,680.0,2026-06-05T14:06:12.973891,P2P,DEV_SIDDHARTH_ONEPLUS_12,Delhi-NCR,True,True,2,0,NORMAL,LEGITIMATE
TXN_U034_03367,U034,REC_U034_02,Suresh Mishra (Landlord),suresh.rent@okhdfcbank,70.0,2026-06-05T14:08:19.247422,P2P,DEV_AARYAN_GALAXY_S24,Pune,True,True,1,0,NORMAL,LEGITIMATE
TXN_U025_02462,U025,REC_U025_01,Apna Bazaar,apnabazaar@paytm,510.0,2026-06-05T14:13:06.802175,P2P,DEV_ANUSHKA_REDMI_NOTE13,Hyderabad,True,True,2,0,NORMAL,LEGITIMATE
TXN_U001_00071,U001,REC_U001_03,Aditya Banerjee,aditya.fam@phonepe,560.0,2026-06-05T14:22:12.442314,P2P,DEV_AANYA_MACBOOK_PRO,Bengaluru,True,True,2,0,NORMAL,LEGITIMATE
TXN_U040_03980,U040,REC_U040_01,Daily Fresh,dailyfresh@paytm,1580.0,2026-06-05T14:32:19.524264,P2P,DEV_KRISHNA_IPHONE15,Pune,True,True,2,0,NORMAL,LEGITIMATE
TXN_U047_04733,U047,REC_U047_03,Deepa Ghosh,deepa.fam@phonepe,670.0,2026-06-05T14:42:56.941729,P2P,DEV_VIKRAM_MACBOOK_PRO,Chennai,True,True,3,0,NORMAL,LEGITIMATE
TXN_U068_06866,U068,REC_U068_03,Ishaan Mukherjee,ishaan.fam@phonepe,2020.0,2026-06-05T14:52:32.368049,P2P,DEV_DIVYA_PIXEL8,Bengaluru,True,True,1,0,NORMAL,LEGITIMATE
TXN_U087_08883,U087,REC_U087_01,Reliance Smart,reliancesmart@paytm,7600.0,2026-06-05T14:53:50.952362,P2P,DEV_FATIMA_REDMI_NOTE13,Kolkata,True,True,3,0,NORMAL,LEGITIMATE
TXN_U100_10180,U100,REC_NEW_10180,Rohan Deshmukh,rohan.d88@okaxis,4310.0,2026-06-05T14:58:57.201123,P2P,DEV_ANANYA_ONEPLUS_12,Bengaluru,False,True,1,0,NEW_RECIPIENT,LEGITIMATE
TXN_U083_08404,U083,REC_U083_04,Airtel Fiber,airtelfiber@billpay,8570.0,2026-06-05T15:07:09.170123,P2P,DEV_MANISH_IPHONE15,Kolkata,True,True,2,0,NORMAL,LEGITIMATE
TXN_U083_08400,U083,REC_U083_03,Kavya Pandey,kavya.fam@phonepe,7860.0,2026-06-05T15:14:32.313131,P2P,DEV_MANISH_IPHONE15,Kolkata,True,True,2,0,NORMAL,LEGITIMATE
TXN_U083_08455,U083,REC_U083_03,Kavya Pandey,kavya.fam@phonepe,5600.0,2026-06-05T15:23:43.031225,P2P,DEV_MANISH_IPHONE15,Kolkata,True,True,1,0,NORMAL,LEGITIMATE
TXN_U029_02834,U029,REC_U029_01,Reliance Smart,reliancesmart@paytm,950.0,2026-06-05T15:36:15.315786,P2P,DEV_SWATI_GALAXY_S24,Ahmedabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U072_07356,U072,REC_U072_02,Kavya Kapoor (Landlord),kavya.rent@okhdfcbank,2230.0,2026-06-05T16:02:44.752878,P2P,DEV_ADVAITH_GALAXY_S24,Bengaluru,True,True,2,0,NORMAL,LEGITIMATE
TXN_U071_07222,U071,REC_U071_01,Apna Bazaar,apnabazaar@paytm,1310.0,2026-06-05T16:32:02.139266,P2P,DEV_ISHA_REDMI_NOTE13,Kolkata,True,True,2,0,NORMAL,LEGITIMATE
TXN_U029_02844,U029,REC_U029_04,MSEDCL,msedcl@billpay,370.0,2026-06-05T16:44:47.214485,P2P,DEV_SWATI_GALAXY_S24,Ahmedabad,True,True,3,0,NORMAL,LEGITIMATE
TXN_U012_01133,U012,REC_U012_03,Rohan Chauhan,rohan.fam@phonepe,220.0,2026-06-05T16:51:59.849927,P2P,DEV_MUHAMMAD_MACBOOK_PRO,Mumbai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U084_08560,U084,REC_U084_03,Rahul Pandey,rahul.fam@phonepe,4720.0,2026-06-05T18:03:39.090842,P2P,DEV_SWATI_PIXEL8,Delhi-NCR,True,True,1,0,NORMAL,LEGITIMATE
TXN_U066_06712,U066,REC_U066_04,MSEDCL,msedcl@billpay,3080.0,2026-06-05T18:12:08.573453,P2P,DEV_ISHAAN_IPHONE15,Ahmedabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U025_02455,U025,REC_U025_03,Sujata Yadav,sujata.fam@phonepe,320.0,2026-06-05T18:12:25.227362,P2P,DEV_ANUSHKA_REDMI_NOTE13,Hyderabad,True,True,3,0,NORMAL,LEGITIMATE
TXN_U085_08605,U085,REC_U085_04,Adani Electricity,adanielectricity@billpay,2260.0,2026-06-05T18:24:03.233226,P2P,DEV_AARYAN_REDMI_NOTE13,Chennai,True,True,3,0,NORMAL,LEGITIMATE
TXN_U071_07178,U071,REC_RAPID_7178,QuickTransfer Agent,rapidpay@okhdfc,4000.0,2026-06-05T18:27:15.624218,P2P,DEV_ISHA_REDMI_NOTE13,Kolkata,False,True,6,2,VELOCITY_ANOMALY,SUSPICIOUS
TXN_U035_03529,U035,REC_U035_02,Neha Rao (Landlord),neha.rent@okhdfcbank,34500.0,2026-06-05T18:37:29.225725,RENT,DEV_AARYAN_REDMI_NOTE13,Mumbai,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U046_04678,U046,REC_U046_04,Tata Power,tatapower@billpay,600.0,2026-06-05T18:37:35.920617,P2P,DEV_AARYAN_PIXEL8,Kolkata,True,True,2,0,NORMAL,LEGITIMATE
TXN_U079_07982,U079,REC_U079_03,Sneha Bhatia,sneha.fam@phonepe,4670.0,2026-06-05T18:44:17.716691,P2P,DEV_DHRUV_PIXEL8,Chennai,True,True,3,0,NORMAL,LEGITIMATE
TXN_U034_03368,U034,REC_U034_01,Nature Basket,naturebasket@paytm,890.0,2026-06-05T18:55:28.793098,P2P,DEV_AARYAN_GALAXY_S24,Pune,True,True,1,0,NORMAL,LEGITIMATE
TXN_U087_08838,U087,REC_U087_02,Isha Patel (Landlord),isha.rent@okhdfcbank,3870.0,2026-06-05T19:03:50.572526,P2P,DEV_FATIMA_REDMI_NOTE13,Kolkata,True,True,1,0,NORMAL,LEGITIMATE
TXN_U053_05347,U053,REC_U053_01,Reliance Smart,reliancesmart@paytm,1050.0,2026-06-05T19:04:20.615372,P2P,DEV_SHAURYA_PIXEL8,Pune,True,True,1,0,NORMAL,LEGITIMATE
TXN_U088_08986,U088,REC_U088_01,Apna Bazaar,apnabazaar@paytm,1300.0,2026-06-05T19:08:23.665351,P2P,DEV_PRIYA_REDMI_NOTE13,Delhi-NCR,True,True,2,0,NORMAL,LEGITIMATE
TXN_U038_03814,U038,REC_U038_04,BESCOM,bescom@billpay,1510.0,2026-06-05T19:12:07.867274,P2P,DEV_DHRUV_GALAXY_S24,Mumbai,True,True,2,0,NORMAL,LEGITIMATE
TXN_U024_02399,U024,REC_U024_04,Airtel Fiber,airtelfiber@billpay,1470.0,2026-06-05T19:17:57.759655,P2P,DEV_VIKRAM_MACBOOK_PRO,Pune,True,True,3,0,NORMAL,LEGITIMATE
TXN_U088_08973,U088,REC_U088_03,Swati Gupta,swati.fam@phonepe,4520.0,2026-06-05T19:20:25.208396,P2P,DEV_PRIYA_REDMI_NOTE13,Delhi-NCR,True,True,3,0,NORMAL,LEGITIMATE
TXN_U062_06238,U062,REC_U062_03,Swati Pillai,swati.fam@phonepe,2300.0,2026-06-05T19:25:37.645105,P2P,DEV_SIDDHARTH_GALAXY_S24,Mumbai,True,True,2,0,NORMAL,LEGITIMATE
TXN_U040_04053,U040,REC_U040_01,Daily Fresh,dailyfresh@paytm,1080.0,2026-06-05T19:36:16.886437,P2P,DEV_KRISHNA_IPHONE15,Pune,True,True,1,0,NORMAL,LEGITIMATE
TXN_U087_08901,U087,REC_U087_01,Reliance Smart,reliancesmart@paytm,4590.0,2026-06-05T19:40:45.035826,P2P,DEV_FATIMA_REDMI_NOTE13,Kolkata,True,True,1,0,NORMAL,LEGITIMATE
TXN_U035_03472,U035,REC_U035_04,Adani Electricity,adanielectricity@billpay,870.0,2026-06-05T20:06:08.326139,P2P,DEV_AARYAN_REDMI_NOTE13,Mumbai,True,True,2,0,NORMAL,LEGITIMATE
TXN_U013_01239,U013,REC_U013_03,Pallavi Joshi,pallavi.fam@phonepe,520.0,2026-06-05T20:19:53.116682,P2P,DEV_AARYAN_IPHONE15,Delhi-NCR,True,True,2,0,NORMAL,LEGITIMATE
TXN_U044_04399,U044,REC_U044_01,Reliance Smart,reliancesmart@paytm,320.0,2026-06-05T20:46:17.053884,P2P,DEV_MANISH_ONEPLUS_12,Pune,True,True,2,0,NORMAL,LEGITIMATE
TXN_U009_00889,U009,REC_U009_01,Nature Basket,naturebasket@paytm,280.0,2026-06-05T20:52:02.149192,P2P,DEV_PALLAVI_IPHONE15,Delhi-NCR,True,True,2,0,NORMAL,LEGITIMATE
TXN_U056_05643,U056,REC_U056_02,Siddharth Verma (Landlord),siddharth.rent@okhdfcbank,3010.0,2026-06-05T21:04:56.623416,P2P,DEV_GAURAV_PIXEL8,Kolkata,True,True,2,0,NORMAL,LEGITIMATE
TXN_U039_03883,U039,REC_U039_01,Kirana Store,kiranastore@paytm,390.0,2026-06-05T21:11:00.947244,P2M,DEV_ANUSHKA_ONEPLUS_12,Kolkata,True,True,1,0,NORMAL,LEGITIMATE
TXN_U009_00849,U009,R201,Suresh Nair (Landlord),suresh.nair@okhdfcbank,50000.0,2026-06-05T21:15:01.940841,RENT,DEV_PALLAVI_IPHONE15,Delhi-NCR,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U023_02271,U023,REC_U023_02,Aadhya Agarwal (Landlord),aadhya.rent@okhdfcbank,400.0,2026-06-05T21:21:18.556875,P2P,DEV_SIDDHARTH_ONEPLUS_12,Delhi-NCR,True,True,3,0,NORMAL,LEGITIMATE
TXN_U066_06721,U066,REC_U066_03,Nikhil Gupta,nikhil.fam@phonepe,3070.0,2026-06-05T21:25:05.025488,P2P,DEV_ISHAAN_IPHONE15,Ahmedabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U003_00249,U003,REC_U003_04,BESCOM,bescom@billpay,450.0,2026-06-05T21:25:26.098870,P2P,DEV_SURESH_MACBOOK_PRO,Pune,True,True,3,0,NORMAL,LEGITIMATE
TXN_U069_07042,U069,REC_U069_01,Reliance Smart,reliancesmart@paytm,1880.0,2026-06-05T21:28:12.399664,P2P,DEV_ISHA_PIXEL8,Ahmedabad,True,True,2,0,NORMAL,LEGITIMATE
TXN_U006_00557,U006,REC_U006_03,Reyansh Ghosh,reyansh.fam@phonepe,260.0,2026-06-05T21:30:23.870105,P2P,DEV_PRANAV_REDMI_NOTE13,Chennai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U089_09065,U089,REC_U089_02,Sujata Pillai (Landlord),sujata.rent@okhdfcbank,7980.0,2026-06-05T21:32:42.176485,P2P,DEV_SAANVI_MACBOOK_PRO,Bengaluru,True,True,3,0,NORMAL,LEGITIMATE
TXN_U001_00090,U001,REC_U001_01,Kirana Store,kiranastore@paytm,540.0,2026-06-05T21:33:47.727991,P2M,DEV_AANYA_MACBOOK_PRO,Bengaluru,True,True,2,0,NORMAL,LEGITIMATE
TXN_U036_03551,U036,REC_U036_01,Daily Fresh,dailyfresh@paytm,1056.0,2026-06-05T21:43:19.796669,P2M,DEV_KAVYA_MACBOOK_PRO,Kolkata,True,True,1,0,LOCATION_DEVIATION,LEGITIMATE
TXN_U083_08464,U083,REC_U083_03,Kavya Pandey,kavya.fam@phonepe,5150.0,2026-06-05T21:46:25.594732,P2P,DEV_MANISH_IPHONE15,Kolkata,True,True,3,0,NORMAL,LEGITIMATE
TXN_U049_04969,U049,REC_U049_01,Daily Fresh,dailyfresh@paytm,1560.0,2026-06-05T21:48:06.994803,P2P,DEV_REYANSH_ONEPLUS_12,Delhi-NCR,True,True,2,0,NORMAL,LEGITIMATE
